9882 27338
758 1406 -263
4728 4840 928
2055 9403 827
8337 4928 -330
3582 2971 162
5893 1342 391
7412 4918 631
1981 553 174
3888 5942 -297
1795 1639 -862
9734 5960 -910
3173 3156 -877
6855 1952 -200
2124 2116 -660
9134 7467 762
3976 3789 66
3252 5497 578
3631 8006 313
7652 1233 458
3996 9766 -43
3456 7556 -394
7161 9369 -770
5489 5148 490
4711 2694 -432
4372 5547 585
3642 8183 805
1501 4322 100
6523 9623 -455
7306 8848 -562
6511 3771 90
4250 6376 -63
7483 3185 -88
1095 1666 -347
2879 9045 -490
6654 7730 775
7114 7645 -20
3449 6085 -914
3323 4734 891
1129 2757 -786
2081 4919 999
969 2669 -777
8351 3132 974
2220 3040 345
986 8754 -762
1136 7566 857
1388 9553 509
7799 7916 -786
4305 3673 -665
9003 3273 771
1829 1493 265
3165 4824 672
8430 4463 354
5963 3262 903
7107 1160 -692
2942 8433 -233
2499 1072 364
4250 5946 780
3156 2632 5
321 9556 -933
2611 5481 -389
1565 9455 926
4021 8902 -168
6072 3284 -235
1950 7560 -828
3706 3371 423
8447 7088 294
5979 7308 131
6974 4933 -321
668 7584 -895
8883 7779 231
4334 342 -943
3796 8169 -358
5933 1061 -391
7653 7819 -948
2430 4973 344
3635 3779 -420
4799 7208 7
8992 9208 -255
5321 8336 269
4246 5618 636
7421 2328 -728
8220 4284 -189
8734 1885 -499
4198 132 -62
6492 3757 -785
1185 7378 -372
5751 2341 -974
6904 7017 -649
5321 9674 -398
3416 2757 636
1942 5994 -538
6800 2672 -649
1366 5143 41
9691 5675 -510
4540 9631 922
7798 5919 720
7113 1472 728
5362 6259 -108
7629 4275 991
2034 8510 -909
3940 3250 621
6185 8740 -19
8255 1146 -285
324 9317 -903
1278 2940 136
3330 6966 580
9158 3104 -936
1433 2597 629
3098 4937 -916
5906 8613 -963
8799 5480 -638
8453 1712 138
2107 2778 -733
5048 3757 -780
2260 1159 70
1019 7520 -493
455 9800 -684
1146 6228 742
8285 7776 868
7903 6657 -693
6885 1251 -18
2027 5475 795
7475 3125 617
2543 6859 700
7981 2250 75
5726 2773 -510
7651 6871 -73
9671 7654 -102
1700 7731 314
2941 9138 753
609 7026 -511
3971 4310 449
1410 7028 422
1680 9482 326
1358 5379 293
1243 2819 419
4801 4436 -226
1724 9221 -726
7873 2612 -569
5398 4828 -501
9492 7240 -79
115 5649 688
1878 3319 -822
2260 4499 -60
145 6753 -645
173 5111 194
7880 4260 -242
3006 1824 -187
6985 2060 284
5127 7238 -893
5856 3418 -657
7686 7057 -624
9323 4083 280
6033 1155 328
9158 1039 358
1353 9281 898
3559 7929 -151
1991 5768 228
4563 4340 494
6000 8170 60
2855 7581 -828
1957 1380 5
982 7035 -910
2936 1699 -338
6664 1869 -187
7723 7332 980
3943 258 -69
5781 2415 -691
7715 5934 78
574 2904 974
2204 677 105
6242 5826 529
5006 2827 446
9794 3575 789
8909 2760 758
1919 5525 840
8117 3096 624
2170 2622 657
5330 2434 559
8722 4005 561
1058 9363 610
7705 8166 872
6858 4816 978
5125 4231 -23
6026 3851 215
7567 5691 561
6514 3192 820
691 8743 -710
4115 1357 147
4759 8519 301
3891 2924 -468
1617 8951 223
9840 7235 505
7143 1878 976
461 1418 837
3901 5015 346
802 2822 231
1110 7363 731
3789 4419 -893
4099 7886 24
9567 1273 958
9005 2121 431
2665 9857 -535
9558 9831 -471
1209 5273 408
9793 4249 -866
6933 5638 -271
318 4826 -502
9096 7321 -230
3510 7138 -703
7928 1502 986
4015 2650 246
1720 7812 -502
4085 3134 343
6421 1319 -990
8769 8113 -151
658 6029 -11
3506 8532 -105
234 8598 521
6613 4954 -370
8296 9830 987
5538 5517 392
8562 8424 520
2563 8141 409
6455 1730 9
6098 7980 -593
5314 27 720
2921 7918 742
9075 546 -135
8805 9784 464
5221 7937 790
7790 6315 948
1429 2460 711
7358 7624 -387
1314 3115 260
1590 5169 -435
8082 5515 378
5520 8890 -7
9225 4088 -667
7783 9089 665
7819 5908 -206
2585 6531 19
2308 8856 81
5197 5480 679
9094 1143 324
8050 2356 -101
8622 256 363
306 144 -747
38 7995 427
5435 5872 -25
2699 3211 639
6427 6891 732
4112 8069 -724
5654 8808 886
4170 2367 918
6243 6227 -482
1180 7513 770
3372 8929 -911
4899 9368 -986
2097 432 823
2572 2619 991
4515 1910 426
8339 3188 972
7454 6473 830
5570 3446 -611
3647 6481 -758
5360 9436 -483
7202 7025 -867
6437 5209 -452
7082 4254 -925
2283 8380 726
741 1103 -131
4452 2698 54
6931 3199 -765
5543 1052 213
9384 2538 -838
3826 4716 469
9182 915 -544
3676 9442 665
4156 509 631
3115 9039 957
7381 2062 -959
7728 8041 583
5998 2006 157
5284 9082 -222
6980 7181 -468
5784 8353 -563
2363 5112 -521
7492 3067 436
5035 1896 -889
4570 2509 -475
7805 7595 686
6070 4611 -653
8527 2661 634
2918 3727 -865
8026 8756 -191
4347 7794 -924
5982 9427 -285
3547 8517 783
9816 8445 538
6043 5789 935
6459 8555 995
7153 7516 -591
4986 7607 325
7289 6983 -832
3746 1853 333
8784 9580 -699
8734 3460 49
5885 4990 -866
6130 4478 -663
356 7667 512
4375 4372 674
8362 3565 171
4848 3112 957
6917 6638 -241
3853 6319 -781
5677 4088 -503
2458 8956 446
6733 3008 -526
297 2014 996
1747 5402 979
5609 6756 540
2489 9466 715
2159 4551 268
5579 1706 405
5672 3652 720
5368 1948 769
5169 7496 -563
8868 8252 244
5429 6079 266
7354 4883 -563
4714 4830 818
7515 4156 286
9034 4624 230
7875 1174 48
6191 5371 -807
3820 811 438
8 5652 -816
898 1475 664
9078 4003 -347
89 9229 -663
8741 9350 962
2860 2264 -688
1200 525 -683
1069 9582 -970
752 511 356
4013 6072 703
5623 9683 710
8236 5105 -191
2623 9610 -148
8978 719 -563
3228 962 -17
8135 9176 -47
3831 7769 575
2462 1473 781
1768 7904 806
3205 1639 293
5792 8863 989
1431 5657 -637
1390 9878 -154
5922 6927 -628
9062 954 378
1418 1587 108
94 888 -618
6425 3361 332
790 5886 -941
1311 6463 -152
215 4691 425
801 4063 835
8294 7092 19
3073 7366 -42
8973 7211 -955
9791 4841 87
2020 4944 -503
8360 5046 -828
3067 7954 -328
8918 8524 -459
5211 8053 727
5699 7148 -876
3096 7804 -785
4573 7504 864
487 8633 -433
1033 1300 636
1272 6508 163
6326 8147 -873
6375 7536 144
7354 2457 -495
1830 3093 -966
8161 6097 -683
6120 8938 -358
1444 2632 501
3718 2264 969
3622 4775 -886
1992 9444 77
5314 2829 934
1372 9790 -137
3848 3121 -181
3468 859 406
5775 7995 962
383 2867 499
3392 1487 692
9549 1552 -725
6024 3946 -54
7529 9159 373
3560 8265 949
5606 9413 -174
9753 4460 -458
6362 1284 -846
392 6913 -975
6685 7403 187
8210 9272 -342
2251 3414 686
8984 2009 390
7311 4711 245
8038 1131 860
9146 9201 876
4199 864 -310
7132 3887 -849
2977 4050 10
9690 1908 -300
1449 180 928
2992 2552 463
2905 5135 661
2702 8270 419
8613 9156 31
1847 441 -685
4816 8782 -37
3187 9244 -447
2192 9378 -628
8428 7682 574
2613 7905 311
2689 7603 153
5836 3984 -799
7187 3477 689
4069 6006 -322
4840 9757 -839
9527 6891 617
4563 5806 -481
9193 121 715
890 7477 199
2726 9260 132
8295 6722 -717
1543 430 -997
2708 6679 -878
3554 3916 875
993 425 -161
1857 1540 -901
1527 9233 -543
5289 3929 -904
2869 869 62
6394 6285 901
7661 7479 -691
7350 9295 -231
5119 5433 -750
9416 16 591
9524 2269 767
5326 2155 822
8106 293 -591
6668 2471 -910
197 7983 275
8599 4382 -370
2020 8881 440
1026 6976 719
4774 3515 -112
1422 9390 616
5580 7668 -903
6348 2331 16
5304 9355 206
5349 2581 851
5812 2341 380
7950 5651 -943
1802 5473 -711
6314 7341 92
6637 1553 93
7416 9362 -241
1682 7793 415
4021 3560 235
3833 9351 -315
9557 247 -819
6169 4770 524
4904 5100 145
203 4750 823
7380 7691 214
1426 7625 -583
6848 7000 -782
6556 5666 -103
2252 3123 -258
9634 9008 -249
8274 4493 -134
6750 9547 647
71 590 953
9075 268 405
9797 7671 458
6021 8972 249
9034 5739 -620
6279 4070 -507
4859 3286 -301
6802 4457 673
4746 9410 984
8680 4224 -595
4673 4220 181
7868 5819 -194
7191 9049 140
7328 9307 859
3836 3597 359
9763 5870 -582
2396 5562 -569
3681 2610 480
9569 5115 9
5635 5515 428
3983 1024 411
3085 4315 -456
6769 8761 358
7696 9262 -800
1698 4691 848
3837 9694 -826
9559 7520 -98
1174 9332 820
1150 2030 661
5770 1970 19
9150 7866 -547
5730 7805 -137
3161 3023 -18
1153 8109 177
303 9287 -204
9013 9586 357
119 5927 767
2141 599 530
5565 4396 -418
3790 3594 429
7245 2038 280
5412 7375 981
9856 3849 -492
638 3119 -880
1439 1281 -631
9758 5374 -940
3984 2760 -158
8651 3238 -980
5898 1446 -200
679 2895 735
9668 2409 -320
8270 3859 169
7231 1602 520
5730 613 -986
1575 5034 775
5664 8077 428
9358 3208 470
6291 422 -528
2836 8642 -671
5426 4414 -304
7142 6829 -136
7532 4692 -62
902 3016 841
8228 9174 842
8850 8687 151
8283 989 -321
7239 791 -127
2259 2402 -775
7644 21 662
5488 2851 -154
1766 8655 585
3002 5976 -541
6957 3207 358
2000 4306 315
2466 232 -852
772 7952 560
8103 3151 553
35 5980 -246
3073 1012 -797
1691 248 932
2394 652 933
6580 4096 508
1507 599 392
4657 6614 -513
785 5335 776
8880 8029 -631
2015 583 760
7649 2275 961
4893 6340 200
6837 795 -962
2476 3407 -274
7224 1615 97
9729 897 852
2322 9073 -521
14 4640 63
5886 9684 -794
2440 3665 918
3846 1445 -852
8696 1880 -352
3120 8101 -64
1687 2639 249
7703 641 36
3335 4372 -636
4286 6557 184
573 2691 -597
2748 9591 -868
5969 7734 384
6228 4897 -166
4444 8299 622
6293 4282 85
9467 9593 -653
3856 5601 200
9845 9174 -177
4602 1179 -185
8469 508 -955
1786 9174 330
7159 9446 434
9804 8258 694
5663 6101 6
3605 1748 332
332 5683 482
4990 6316 259
5933 6521 781
3303 398 708
3346 8501 -761
2803 8440 668
9704 5233 -14
4442 5315 -883
9660 6404 488
9796 8900 -580
4759 8586 -909
9319 4020 -124
2869 273 -862
656 2113 285
68 6545 504
8673 1612 -372
9871 8920 -95
3541 6582 793
9732 2168 650
6288 573 988
6943 7152 57
497 8726 -629
427 5481 -153
6239 3412 -900
2145 9248 992
7886 5313 -669
4632 5014 -184
3638 8176 -325
374 9843 902
7648 6405 509
109 6119 -171
9272 7355 -797
5029 2297 864
7733 1152 317
5673 7970 -957
1020 1403 -132
12 5981 623
3261 515 -307
3975 5669 -22
3456 7220 -693
9516 5509 -203
6443 4262 393
649 2574 601
2364 8384 -447
7807 3045 192
9179 3925 221
6967 6598 -592
7408 7042 -798
295 1151 915
6026 6647 425
4184 4107 234
7783 652 -537
649 3214 -78
9169 8133 513
6076 393 599
2688 933 564
3618 8696 -538
6105 2117 -943
5990 2526 481
4634 9444 -488
6446 464 -103
9074 7809 -91
6681 5513 -736
5424 8672 -871
6177 1982 712
6964 1376 -816
3175 2686 -169
5631 6092 216
7466 5667 130
2263 4909 690
8384 3523 727
9857 4410 -453
7489 6699 445
7482 7301 -649
970 145 398
9315 1277 -553
6331 4080 -398
6373 6045 209
6185 9796 89
7943 6725 -601
6754 9117 235
4931 9416 -481
8711 6346 -31
4485 204 -460
9760 378 610
8871 4664 -635
842 1369 -63
7985 2614 -936
653 3498 449
5778 8215 843
4786 9638 -699
7005 1376 -419
229 5961 -137
1985 6622 -23
323 9525 692
4108 5896 631
7469 7989 -549
3670 3141 178
8425 6432 458
690 4133 839
7752 1782 258
6092 2117 174
3557 4980 -25
702 9336 192
9129 564 -280
1439 4184 -61
3941 8814 243
3709 5502 -448
1543 3121 -280
6282 5831 545
3778 1002 679
7714 3450 70
7048 3449 -127
1116 2733 -40
4377 3924 258
9472 7700 -400
9828 2475 220
4099 1546 -113
6178 7006 395
1176 8560 -460
3472 4740 -660
999 9801 534
3798 7741 -708
2615 880 612
6289 8045 678
4597 9273 483
9803 2139 -736
9120 720 -225
4842 8957 -847
3284 952 -965
4836 660 25
9448 546 -884
4315 7531 824
9064 344 791
4240 2186 558
2556 1383 354
1942 9667 -656
4377 7395 377
4290 8573 390
20 8899 851
6220 7979 946
9586 4677 -415
5797 6458 966
5135 9815 243
3713 1654 838
7996 3796 -257
1985 8005 -85
7135 8540 696
6684 3978 -559
7736 4686 -5
202 3589 -133
4446 2345 -645
5623 4773 -728
9543 6100 431
8928 5213 752
6070 3348 149
55 3791 -642
1765 441 -992
6302 1975 -854
4420 6856 -130
9740 3056 -489
8916 5837 -951
1398 1995 -971
5443 4686 598
4986 2858 -291
9496 9683 -833
7504 7415 -949
1128 5645 256
3938 49 -876
774 5824 287
6823 2582 -366
1185 2015 60
9013 2014 -187
5363 5223 -324
6211 8356 -764
5360 3967 -104
5831 5620 256
4000 9754 -29
2082 1099 -104
5943 9218 434
8458 8721 725
642 7298 150
3996 6080 -56
227 7078 781
6003 2210 837
8955 1150 -281
6666 195 43
5858 8085 951
6623 92 365
5554 8513 -144
8222 8037 368
2774 323 917
6528 4294 -369
6365 8969 -971
7263 9286 -578
4594 7993 -591
4739 3823 -77
9023 172 -387
7164 1571 -739
1719 2180 969
7310 7607 -819
958 7811 599
4192 4430 -46
3163 67 694
7809 165 -330
892 2012 -145
4759 9605 -176
1701 8200 112
1923 4390 -694
4181 9148 -282
9011 3680 19
1992 3785 -928
7337 7082 213
4055 9588 -289
8448 3202 757
2530 5193 47
2655 4486 711
3217 4362 -45
5308 3991 850
1776 2350 -929
2161 5761 598
9229 2044 520
7129 6297 -271
5099 2215 -817
355 5152 281
4177 857 -572
8041 7435 765
6663 6635 493
6942 192 -98
8895 5498 275
8473 9416 542
5394 878 -814
9752 9867 392
3861 215 -102
3123 1788 141
5113 3141 391
1052 3493 871
2104 1248 -598
6282 3962 -236
2699 698 720
3638 4774 -437
8944 3437 -925
8289 8801 570
6935 5510 233
7794 4069 -579
4754 2682 598
6796 335 510
1307 115 555
296 4431 631
5183 5191 -911
465 8943 -480
3641 4441 -403
9066 8906 -304
8879 9520 -733
5265 5677 -145
1576 5544 657
6766 5618 -174
1075 5311 -477
96 8935 -531
4173 2354 -774
8612 5642 -823
9186 3519 -796
6653 5810 174
1406 3666 -436
1828 7730 -267
8548 7962 588
8897 9267 134
6053 957 -636
490 3465 286
238 5599 -558
3617 4267 -171
7981 3670 -976
6261 4194 -953
2642 211 274
4883 936 242
2832 7596 343
3861 640 719
1761 7442 -377
7143 3603 323
4247 6070 614
5426 688 12
7739 8539 506
3257 751 49
4762 4916 188
6405 369 407
8125 1634 -534
8000 7795 -729
2408 2797 411
6926 1300 -970
7278 2572 -814
8558 785 329
465 6802 -556
3223 3723 817
4195 575 807
7376 1857 -638
2421 1161 0
8719 9692 -394
2511 4932 83
8563 3077 -997
3160 2241 559
6605 4255 -534
9660 3068 213
9563 29 386
1436 4772 -574
6262 1009 -365
8494 7519 -996
1718 3154 -32
7404 9742 -588
9515 9616 244
2232 2851 360
7541 9547 109
7951 3723 590
8674 5572 -493
3681 3994 107
7446 5193 -661
7019 1497 -729
3200 177 855
627 7990 -579
6560 2199 990
7756 6658 88
2191 3542 898
9704 5336 -898
3192 6765 715
1270 6501 976
7134 7775 -179
8012 5191 -610
1640 4207 -101
950 302 -161
2523 1978 -611
6878 507 611
9189 8883 474
2265 7656 90
9042 5055 -139
5293 9863 535
757 3771 158
3942 6605 -558
9588 3461 -697
2863 5854 196
7187 8871 794
7767 2290 488
576 780 518
5298 3942 509
1954 6095 920
3299 3742 -119
1395 5608 -448
3940 4372 113
4051 7034 -197
2297 1758 428
5463 1895 115
3434 9021 -377
4892 4916 -269
704 767 127
2440 1561 290
7415 4336 -764
1845 2494 -596
7959 3395 618
4833 2498 793
9089 5318 -319
3807 3878 630
1653 740 843
3977 3751 -412
9309 5105 932
9076 2806 855
1667 3056 -848
5007 1095 -510
1058 2824 -354
9124 7946 819
6816 7932 270
76 3220 830
4667 8901 -413
4545 5399 164
8796 8381 592
7315 7618 -907
4064 2321 -821
5083 14 848
3186 1420 542
1665 4711 -558
9607 762 566
6651 5094 955
5574 3597 565
9677 5341 91
4791 1713 658
2158 1417 -906
4481 6129 48
4777 1810 535
2399 6078 -944
1949 8838 -903
1660 1849 -317
4065 4216 980
8670 3630 -519
679 9574 -310
743 7103 -737
2735 6666 -421
7012 6240 -801
7349 8107 81
1120 1981 325
5501 6965 226
3414 4764 -43
8499 9115 -987
9650 146 88
6010 2977 -825
7054 4359 -29
212 6583 70
4795 8183 886
8846 5553 -693
3117 7818 -284
8279 6611 250
4383 9233 75
5403 5790 -896
5556 1461 -117
2852 5919 -566
2778 1777 120
8209 9313 -548
2251 3741 859
2925 8820 697
6038 3312 199
448 7182 511
7455 3260 -419
6536 904 606
8009 4010 -956
1460 802 -148
6535 8242 239
8792 8224 -496
9813 814 -207
4714 6348 -34
9419 7720 147
5715 1929 303
9788 1967 -186
2506 8232 134
4818 3731 963
5030 6154 941
1331 4446 911
3440 1720 -425
7701 5864 85
8365 3138 -747
8622 2620 764
4278 3034 -375
1558 6153 -609
6962 5303 389
3798 7852 -643
3774 4532 -580
2912 8665 375
7573 9068 -385
1553 4579 -88
6668 7778 -849
8810 5647 -764
7299 3656 503
5933 3182 -83
6608 4880 307
5193 6356 697
1370 7556 175
217 326 -521
6556 9257 700
2275 5241 673
3226 4152 -385
9638 6312 964
7958 7140 -952
1343 9095 -187
6355 20 659
8153 1002 198
1063 3748 240
9571 4365 -499
9646 1631 846
3523 252 -791
6512 2325 117
6918 3782 913
2078 9302 949
3048 6817 -819
3305 4673 519
2406 4122 859
4481 7126 327
8261 5123 779
7890 3467 129
5394 5495 292
5949 9620 -903
7978 5998 -703
7794 7270 140
5643 1949 751
5243 7049 99
7865 5601 50
8196 9593 -147
4972 9506 -253
5786 3599 471
9466 3429 -107
2222 4178 -566
7092 9719 833
8792 7786 61
4438 1566 -748
4466 4340 -548
9386 4686 -485
2045 9148 -271
5918 7780 271
5990 7956 -746
1552 854 -929
6973 2466 204
1202 5059 118
1761 4484 -312
5453 2544 54
9529 1643 -568
1182 4018 -158
3033 2331 188
1401 6127 -663
8195 652 101
4330 3198 -935
9054 9393 -332
5989 4474 -380
8755 2589 -631
7062 8664 -911
8684 821 -922
3422 3590 849
9639 5310 -699
9705 4338 -354
7280 3974 -408
8090 536 -674
2767 7557 535
8934 6717 -149
2069 6526 389
6433 1424 -630
9004 5076 107
2940 6380 -439
214 1804 -831
264 4168 -751
4323 5217 -499
7845 8084 -663
8900 8818 -816
248 8220 -159
2763 8668 981
6964 5219 109
2705 5641 386
6580 8353 98
2938 8586 466
3675 3062 843
7601 4876 218
992 1043 -674
369 8491 -858
171 7306 -27
8027 5908 -14
3283 5711 -627
4080 1982 -744
7655 3173 -907
616 4143 4
1120 9661 548
1615 2546 872
5134 2442 861
7389 5746 184
5982 1584 442
8700 1601 -307
6794 3352 -80
2637 4165 -197
600 4288 -516
5801 8143 -214
3037 4234 456
4748 8948 -815
1948 3773 221
2293 8874 510
28 5778 -393
5635 727 -958
834 4301 290
8749 4129 211
5984 2812 -896
4249 6920 -777
8233 5096 145
3065 397 -397
1687 8152 892
9489 8078 299
8807 73 -760
8562 6606 -177
8051 1215 -302
3384 667 -90
680 81 -237
5661 7886 513
5552 7221 -296
7889 9221 -202
6453 3757 -36
1798 5539 -368
7501 5305 798
9327 7880 -802
4546 5527 376
1963 7101 916
7917 3318 724
3101 2077 -457
3663 2438 -799
6576 8757 -670
7723 4222 -203
5597 8144 -108
9690 893 412
1110 4530 -305
9081 4779 -569
3945 5599 -897
3069 4641 343
3555 271 -459
3736 4654 -504
8375 800 -368
5032 4328 566
405 1683 807
9685 2834 499
2295 6553 -926
3011 8772 -163
3772 4254 286
7257 2070 817
1736 5473 -628
8736 4564 -368
